Date,Close
3/3/2015 16:00:00,22.18
3/4/2015 16:00:00,22.43
3/5/2015 16:00:00,22.86
3/6/2015 16:00:00,22.55
3/9/2015 16:00:00,22.61
3/10/2015 16:00:00,23
3/11/2015 16:00:00,22.88
3/12/2015 16:00:00,22.67
3/13/2015 16:00:00,22.7
3/16/2015 16:00:00,22.97
3/17/2015 16:00:00,23.25
3/18/2015 16:00:00,22.87
3/19/2015 16:00:00,23.22
3/20/2015 16:00:00,23.47
3/23/2015 16:00:00,22.71
3/24/2015 16:00:00,22.4
3/25/2015 16:00:00,21.04
3/26/2015 16:00:00,20.97
3/27/2015 16:00:00,21.38
3/30/2015 16:00:00,21.47
3/31/2015 16:00:00,20.93
4/1/2015 16:00:00,21.01
4/2/2015 16:00:00,21.06
4/6/2015 16:00:00,21.67
4/7/2015 16:00:00,21.86
4/8/2015 16:00:00,22.02
4/9/2015 16:00:00,22.53
4/10/2015 16:00:00,22.76
4/13/2015 16:00:00,22.55
4/14/2015 16:00:00,22.36
4/15/2015 16:00:00,22.63
4/16/2015 16:00:00,22.49
4/17/2015 16:00:00,22.2
4/20/2015 16:00:00,22.09
4/21/2015 16:00:00,22.06
4/22/2015 16:00:00,22.31
4/23/2015 16:00:00,22.22
4/24/2015 16:00:00,22.03
4/27/2015 16:00:00,22.2
4/28/2015 16:00:00,22.31
4/29/2015 16:00:00,22.14
4/30/2015 16:00:00,22.2
5/1/2015 16:00:00,22.75
5/4/2015 16:00:00,22.61
5/5/2015 16:00:00,22.03
5/6/2015 16:00:00,22.1
5/7/2015 16:00:00,22.49
5/8/2015 16:00:00,20.83
5/11/2015 16:00:00,20.63
5/12/2015 16:00:00,20.83
5/13/2015 16:00:00,20.95
5/14/2015 16:00:00,21.29
5/15/2015 16:00:00,21.3
5/18/2015 16:00:00,21.27
5/19/2015 16:00:00,21.04
5/20/2015 16:00:00,21.04
5/21/2015 16:00:00,20.89
5/22/2015 16:00:00,20.86
5/26/2015 16:00:00,20.73
5/27/2015 16:00:00,21.84
5/28/2015 16:00:00,22.14
5/29/2015 16:00:00,22.13
6/1/2015 16:00:00,22.38
6/2/2015 16:00:00,21.94
6/3/2015 16:00:00,21.7
6/4/2015 16:00:00,22.09
6/5/2015 16:00:00,22.26
6/8/2015 16:00:00,21.75
6/9/2015 16:00:00,21.86
6/10/2015 16:00:00,21.47
6/11/2015 16:00:00,21.7
6/12/2015 16:00:00,21.11
6/15/2015 16:00:00,21.07
6/16/2015 16:00:00,21.33
6/17/2015 16:00:00,21.58
6/18/2015 16:00:00,21.94
6/19/2015 16:00:00,21.87
6/22/2015 16:00:00,21.78
6/23/2015 16:00:00,21.22
6/24/2015 16:00:00,21.01
6/25/2015 16:00:00,21.17
6/26/2015 16:00:00,20.74
6/29/2015 16:00:00,20.12
6/30/2015 16:00:00,20.11
7/1/2015 16:00:00,20.4
7/2/2015 16:00:00,20.42
7/6/2015 16:00:00,20.17
7/7/2015 16:00:00,19.79
7/8/2015 16:00:00,19.65
7/9/2015 16:00:00,19.41
7/10/2015 16:00:00,19.75
7/13/2015 16:00:00,19.88
7/14/2015 16:00:00,19.89
7/15/2015 16:00:00,19.75
7/16/2015 16:00:00,20.19
7/17/2015 16:00:00,20.07
7/20/2015 16:00:00,19.7
7/21/2015 16:00:00,19.79
7/22/2015 16:00:00,19.41
7/23/2015 16:00:00,19.65
7/24/2015 16:00:00,19.42
7/27/2015 16:00:00,19.31
7/28/2015 16:00:00,19.73
